Sr No._x,Reference No (URN),Journal Date,Date of Purchase,Date of Expiry,Name of the Purchaser,Prefix,Bond Number,Denominations_x,Issue Branch Code,Issue Teller,Status,Sr No._y,Date of Encashment ,Name of the Political Party,Account no. of Political Party,Denominations_y,Pay Branch Code,Pay Teller
3985,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8559,10000000,800,7273126,Paid,5463,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
3986,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8552,10000000,800,7273126,Paid,5464,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
3987,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8567,10000000,800,7273126,Paid,5465,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
3988,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8558,10000000,800,7273126,Paid,5466,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
3989,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8568,10000000,800,7273126,Paid,5467,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
3990,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8550,10000000,800,7273126,Paid,5468,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
3991,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8539,10000000,800,7273126,Paid,5469,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
3992,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8546,10000000,800,7273126,Paid,5470,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
3993,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8571,10000000,800,7273126,Paid,5471,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
3994,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8532,10000000,800,7273126,Paid,5472,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
3995,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8548,10000000,800,7273126,Paid,5473,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
3996,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8526,10000000,800,7273126,Paid,5474,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
3997,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8533,10000000,800,7273126,Paid,5475,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
3998,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8554,10000000,800,7273126,Paid,5476,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
3999,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8574,10000000,800,7273126,Paid,5477,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
4000,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8538,10000000,800,7273126,Paid,5478,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
4001,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8541,10000000,800,7273126,Paid,5479,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
4002,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8565,10000000,800,7273126,Paid,5480,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
4003,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8570,10000000,800,7273126,Paid,5481,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
4004,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8573,10000000,800,7273126,Paid,5482,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
4005,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8563,10000000,800,7273126,Paid,5483,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
4006,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8529,10000000,800,7273126,Paid,5484,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
4007,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8561,10000000,800,7273126,Paid,5485,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
4008,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8540,10000000,800,7273126,Paid,5486,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
4009,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8566,10000000,800,7273126,Paid,5487,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
4010,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8557,10000000,800,7273126,Paid,5488,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
4011,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8564,10000000,800,7273126,Paid,5489,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
4012,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8535,10000000,800,7273126,Paid,5490,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
4013,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8553,10000000,800,7273126,Paid,5491,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
4014,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8560,10000000,800,7273126,Paid,5492,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
4015,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8543,10000000,800,7273126,Paid,5493,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
4016,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8537,10000000,800,7273126,Paid,5494,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
4017,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8531,10000000,800,7273126,Paid,5495,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
4018,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8562,10000000,800,7273126,Paid,5496,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
4019,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8544,10000000,800,7273126,Paid,5497,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
4020,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8551,10000000,800,7273126,Paid,5498,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
4021,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8527,10000000,800,7273126,Paid,5499,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
4022,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8536,10000000,800,7273126,Paid,5500,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
4023,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8542,10000000,800,7273126,Paid,5501,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
4024,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8556,10000000,800,7273126,Paid,5502,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
4025,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8534,10000000,800,7273126,Paid,5503,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
4026,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8549,10000000,800,7273126,Paid,5504,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
4027,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8572,10000000,800,7273126,Paid,5505,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
4028,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8530,10000000,800,7273126,Paid,5506,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
4029,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8547,10000000,800,7273126,Paid,5507,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
4030,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8555,10000000,800,7273126,Paid,5508,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
4031,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8528,10000000,800,7273126,Paid,5509,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
4032,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8545,10000000,800,7273126,Paid,5510,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
4033,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8569,10000000,800,7273126,Paid,5511,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
4034,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8022,10000000,1,6405134,Paid,6076,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4035,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8094,10000000,1,6405134,Paid,6077,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4036,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8052,10000000,1,6405134,Paid,6078,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4037,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8075,10000000,1,6405134,Paid,6079,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4038,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8073,10000000,1,6405134,Paid,6080,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4039,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8434,10000000,1,6405134,Paid,6081,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4040,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8446,10000000,1,6405134,Paid,6082,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4041,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8098,10000000,1,6405134,Paid,6083,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4042,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8088,10000000,1,6405134,Paid,6084,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4043,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8020,10000000,1,6405134,Paid,6085,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4044,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8024,10000000,1,6405134,Paid,6086,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4045,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8016,10000000,1,6405134,Paid,6087,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4046,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8076,10000000,1,6405134,Paid,6088,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4047,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8018,10000000,1,6405134,Paid,6089,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4048,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8063,10000000,1,6405134,Paid,6090,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4049,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8055,10000000,1,6405134,Paid,6091,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4050,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8424,10000000,1,6405134,Paid,6092,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4051,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8080,10000000,1,6405134,Paid,6093,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4052,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8090,10000000,1,6405134,Paid,6094,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4053,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8201,10000000,1,6405134,Paid,6095,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4054,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8078,10000000,1,6405134,Paid,6096,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4055,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8071,10000000,1,6405134,Paid,6097,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4056,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8448,10000000,1,6405134,Paid,6098,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4057,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8418,10000000,1,6405134,Paid,6099,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4058,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8440,10000000,1,6405134,Paid,6100,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4059,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8450,10000000,1,6405134,Paid,6101,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4060,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8100,10000000,1,6405134,Paid,6102,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4061,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8061,10000000,1,6405134,Paid,6103,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4062,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8205,10000000,1,6405134,Paid,6104,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4063,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8096,10000000,1,6405134,Paid,6105,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4064,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8436,10000000,1,6405134,Paid,6106,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4065,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8065,10000000,1,6405134,Paid,6107,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4066,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8059,10000000,1,6405134,Paid,6108,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4067,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8428,10000000,1,6405134,Paid,6109,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4068,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8420,10000000,1,6405134,Paid,6110,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4069,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8432,10000000,1,6405134,Paid,6111,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4070,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8438,10000000,1,6405134,Paid,6112,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4071,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8442,10000000,1,6405134,Paid,6113,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4072,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8084,10000000,1,6405134,Paid,6114,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4073,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8203,10000000,1,6405134,Paid,6115,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4074,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8422,10000000,1,6405134,Paid,6116,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4075,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8430,10000000,1,6405134,Paid,6117,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4076,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8092,10000000,1,6405134,Paid,6118,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4077,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8086,10000000,1,6405134,Paid,6119,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4078,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8069,10000000,1,6405134,Paid,6120,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4079,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8426,10000000,1,6405134,Paid,6121,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4080,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8067,10000000,1,6405134,Paid,6122,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4081,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8082,10000000,1,6405134,Paid,6123,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4082,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8057,10000000,1,6405134,Paid,6124,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4083,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,RUNGTA SONS P LTD,OC,8444,10000000,1,6405134,Paid,6125,12-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
4084,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),TL,13713,1000000,1,6405134,Paid,6031,12-Apr-21,BHARATIYA JANATA PARTY,*******8244,1000000,691,3428540
4085,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),TL,13723,1000000,1,6405134,Paid,6032,12-Apr-21,BHARATIYA JANATA PARTY,*******8244,1000000,691,3428540
4086,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),TL,13717,1000000,1,6405134,Paid,6033,12-Apr-21,BHARATIYA JANATA PARTY,*******8244,1000000,691,3428540
4087,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),TL,13721,1000000,1,6405134,Paid,6034,12-Apr-21,BHARATIYA JANATA PARTY,*******8244,1000000,691,3428540
4088,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),TL,13703,1000000,1,6405134,Paid,6035,12-Apr-21,BHARATIYA JANATA PARTY,*******8244,1000000,691,3428540
4089,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),TL,13715,1000000,1,6405134,Paid,6036,12-Apr-21,BHARATIYA JANATA PARTY,*******8244,1000000,691,3428540
4090,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),TL,13800,1000000,1,6405134,Paid,6037,12-Apr-21,BHARATIYA JANATA PARTY,*******8244,1000000,691,3428540
4091,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),TL,13719,1000000,1,6405134,Paid,6038,12-Apr-21,BHARATIYA JANATA PARTY,*******8244,1000000,691,3428540
4092,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),TL,13705,1000000,1,6405134,Paid,6039,12-Apr-21,BHARATIYA JANATA PARTY,*******8244,1000000,691,3428540
4093,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),TL,13711,1000000,1,6405134,Paid,6040,12-Apr-21,BHARATIYA JANATA PARTY,*******8244,1000000,691,3428540
4094,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),TL,13727,1000000,1,6405134,Paid,6041,12-Apr-21,BHARATIYA JANATA PARTY,*******8244,1000000,691,3428540
4095,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),TL,13725,1000000,1,6405134,Paid,6042,12-Apr-21,BHARATIYA JANATA PARTY,*******8244,1000000,691,3428540
4096,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),TL,13709,1000000,1,6405134,Paid,6043,12-Apr-21,BHARATIYA JANATA PARTY,*******8244,1000000,691,3428540
4097,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),TL,13707,1000000,1,6405134,Paid,6044,12-Apr-21,BHARATIYA JANATA PARTY,*******8244,1000000,691,3428540
4098,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),TL,13701,1000000,1,6405134,Paid,6045,12-Apr-21,BHARATIYA JANATA PARTY,*******8244,1000000,691,3428540
4099,1.2e+18,06-Apr-21,06-Apr-21,20-Apr-21,CRESCENT POWER LTD,TL,13748,1000000,1,6405134,Paid,5775,12-Apr-21,ALL INDIA TRINAMOOL CONGRESS,*******0688,1000000,1,3476510
